Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
The Revenant,2015,1823,1823,1823,Montanta,"[37, 18, 12]",281957,en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",46.763,The Revenant,False,7.5,15486.0,"['Western', 'Drama', 'Adventure']"
Copying Beethoven,2006,1824,1824,1824,Germany,[18],1590,en,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",11.639,Copying Beethoven,False,6.4,131.0,['Drama']
Veer,2010,1825,1825,1825,India,"[28, 10749]",30886,hi,"A Pindari Prince goes to England to study military tactics so that he can avenge his people, but while there, he falls in love.",6.05,Veer,False,5.5,38.0,"['Action', 'Romance']"
The Deceivers,1988,1825,1825,1825,India,"[12, 18]",41968,hi,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",3.745,The Deceivers,False,5.7,19.0,"['Adventure', 'Drama']"
The Deceivers,1988,1825,1825,1825,India,"[12, 18]",41968,hi,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",3.745,The Deceivers,False,5.7,19.0,"['Adventure', 'Drama']"
The Deceivers,1988,1825,1825,1825,India,"[12, 18]",41968,hi,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",3.745,The Deceivers,False,5.7,19.0,"['Adventure', 'Drama']"
The Deceivers,1988,1825,1825,1825,India,"[12, 18]",41968,hi,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",3.745,The Deceivers,False,5.7,19.0,"['Adventure', 'Drama']"
Immortal Beloved,1994,1827,1827,1827,Germany,"[18, 10402, 10749]",13701,en,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",11.043,Immortal Beloved,False,7.1,250.0,"['Drama', 'Music', 'Romance']"
The Enigma of Kaspar Hauser,1974,1828-1833,1828,1833,Germany,"[18, 36]",11710,de,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",7.588,The Enigma of Kaspar Hauser,False,7.5,225.0,"['Drama', 'History']"
The Horseman on the Roof,1995,1832,1832,1832,France,"[18, 10749]",11876,fr,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",6.747,The Horseman on the Roof,False,6.4,101.0,"['Drama', 'Romance']"
The Empress Dowager,1975,1835-1908,1835,1908,China,"[28, 12, 18]",232569,zh,"This dragon lady of the Ching Dynasty was the power behind the throne for 50 years, and hew vast tapestry of palace intrigues is vividly brought to the screen in this memorable epic.",0.6,The Empress Dowager,False,7.0,1.0,"['Action', 'Adventure', 'Drama']"
The Alamo,1960,1836,1836,1836,San Antonio,[37],11209,en,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,10.133,The Alamo,False,7.3,250.0,['Western']
The Alamo,2004,1836,1836,1836,San Antonio,"[37, 36, 10752]",10733,en,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.",13.581,The Alamo,False,5.9,249.0,"['Western', 'History', 'War']"
The Young Victoria,2009,1836-1840,1836,1840,UK,"[18, 36, 10749]",18320,en,"As the only legitimate heir of England's King William, teenage Victoria gets caught up in the political machinations of her own family. Victoria's mother wants her to sign a regency order, while her Belgian uncle schemes to arrange a marriage between the future monarch and Prince Albert, the man who will become the love of her life.",12.068,The Young Victoria,False,7.2,847.0,"['Drama', 'History', 'Romance']"
How the West Was Won,1962,1839-1889,1839,1889,Illinois,[37],11897,en,"The epic tale of the development of the American West from the 1830s through the Civil War to the end of the century, as seen through the eyes of one pioneer family.",13.396,How the West Was Won,False,7.1,306.0,['Western']
The Opium War,1997,1839-42,1839,1842,China,"[18, 10752, 36]",161382,zh,"The story of the Opium War between China, in the waning days of the Qing Dynasty, and the British Empire, in the 1830s, and the subsequent takeover of Hong Kong by Britain; through the eyes of the key figures, fiercely nationalistic Lin Zexu, and opportunistic British naval diplomat Charles Elliot.",2.172,The Opium War,False,6.5,5.0,"['Drama', 'War', 'History']"
Amistad,1997,1839-1841,1839,1841,Cuba,"[18, 36, 9648]",11831,en,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",2.942,Amistad,False,7.0,991.0,"['Drama', 'History', 'Mystery']"
The Emigrants,1971,1840,1840,1840,Minnesota,"[18, 36]",40732,sv,"A Swedish peasant family, ravaged by poverty, privation and misery in mid-19th century Sweden, set out on a perilous journey to America in hope of a better life.",7.165,The Emigrants,False,7.4,81.0,"['Drama', 'History']"
Song of Love,1947,1840-1856,1840,1856,Germany,"[18, 10402, 10749]",130899,en,"Composer Robert Schumann struggles to compose his symphonies while his loving wife Clara offers her support. Also helping the Schumanns is their lifelong friend, composer Johannes Brahms.",1.511,Song of Love,False,6.8,7.0,"['Drama', 'Music', 'Romance']"
12 Years a Slave,2013,1841-1853,1841,1853,New York,"[18, 36]",76203,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",22.658,12 Years a Slave,False,7.9,9491.0,"['Drama', 'History']"
Gangs of New York,2002,1846-1863,1846,1863,New York City,"[18, 36, 80]",3131,en,"It's 1863. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",22.223,Gangs of New York,False,7.3,5349.0,"['Drama', 'History', 'Crime']"
80 Hussars,1978,1848,1848,1848,Hungary,"[18, 10752]",89665,hu,"The film tells the story of a regiment of Hungarian hussars stationed in Poland. The hussars, mostly ordinary men, have heard news of the uprising and wish to return to the homeland to defend the newly independent country. The Empire, on the other hand, is firmly resolved that all Hungarian troops in the imperial army should be kept as far away from the trouble spot as possible, knowing that most soldiers would be loyal to Budapest rather than Vienna.",1.425,80 Hussars,False,6.1,6.0,"['Drama', 'War']"
The Warlords,2007,1850-1864,1850,1864,China,"[28, 18, 36]",14392,zh,"A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi.",12.523,The Warlords,False,6.7,221.0,"['Action', 'Drama', 'History']"
Dead or Alive,1980,1851,1851,1851,Hungary,[12],388086,hu,"1852. Gáspár Noszlopy escapes from prison in order to capture the emperor, who is to visit Hungary, with his companions and force him to sign the Declaration of Independence. He is only able to find four fanatic men, as his one-time soldiers have already accepted the established order as unalterable, each of them having found a satisfactory way of life and unwilling to undertake a suicidal experiment.",1.4,Dead or Alive,False,0.0,0.0,['Adventure']
The Bushido Blade,1981,1854,1854,1854,Japan,"[36, 28, 18]",146091,en,A steel samurai blade that was to be given to the American ambassador by the Emperor of Japan is stolen. American sailors and Japanese samurai are sent to find it.,1.472,The Bushido Blade,False,5.3,7.0,"['History', 'Action', 'Drama']"
Mountains of the Moon,1990,1854-1864,1854,1864,Africa,"[12, 18, 36, 9648]",33796,en,"The story of Captain Richard Francis Burton's and Lt. John Hanning Speke's expedition to find the source of the Nile river in the name of Queen Victoria's British Empire. The film tells the story of their meeting, their friendship emerging amidst hardship, and then dissolving after their journey.",4.297,Mountains of the Moon,False,6.6,47.0,"['Adventure', 'Drama', 'History', 'Mystery']"
Sissi,1955,1854,1854,1854,Austria,"[35, 18, 10749]",457,de,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",14.643,Sissi,False,7.4,381.0,"['Comedy', 'Drama', 'Romance']"
