name,title list,director_id,gender,director_popularity,movie_id,title
José María Velasco Maidana,Wara Wara,1351435.0,0.0,0.6,396280,Wara Wara
Josée Dayan,Attila,37186.0,1.0,5.86,594130,Attila
Julian Schnabel,At Eternity's Gate,7482.0,2.0,0.691,491472,At Eternity's Gate
Julien Duvivier,Marie Antoinette,39058.0,2.0,5.819,43847,Marie Antoinette
Jun'ya Satô,The Silk Road,85028.0,2.0,0.988,123617,The Silk Road
Justin Kurzel,Macbeth,549310.0,2.0,1.905,225728,Macbeth
K. Asif,Mughal-e-Azam,229248.0,0.0,1.052,44519,Mughal-e-Azam
Kazuo Mori,"The Saga of Tanegashima, Mission: Iron Castle, Shinobi no Mono 3: Resurrection",80709.0,2.0,3.319,209625,Mission: Iron Castle
Kazuo Mori,"The Saga of Tanegashima, Mission: Iron Castle, Shinobi no Mono 3: Resurrection",80709.0,2.0,3.319,201414,Shinobi no Mono 3: Resurrection
Kazuo Mori,"The Saga of Tanegashima, Mission: Iron Castle, Shinobi no Mono 3: Resurrection",80709.0,2.0,3.319,478973,The Saga of Tanegashima
Ken Hughes,Cromwell,70308.0,2.0,2.196,31675,Cromwell
Ken Russell,The Devils,32327.0,2.0,3.57,31767,The Devils
Kenji Misumi,Lone Wolf and Cub: Sword of Vengeance,80702.0,2.0,3.77,41471,Lone Wolf and Cub: Sword of Vengeance
Kenji Mizoguchi,"Sansho the Bailiff, The 47 Ronin, Utamaro and His Five Women",97202.0,2.0,3.365,101382,Utamaro and His Five Women
Kenji Mizoguchi,"Sansho the Bailiff, The 47 Ronin, Utamaro and His Five Women",97202.0,2.0,3.365,45978,The 47 Ronin
Kenji Mizoguchi,"Sansho the Bailiff, The 47 Ronin, Utamaro and His Five Women",97202.0,2.0,3.218,20532,Sansho the Bailiff
Kenneth Branagh,All Is True,11181.0,2.0,28.474,558095,All Is True
Kevin Connor,Marco Polo,95329.0,2.0,1.31,59557,Marco Polo
Kevin Costner,Dances with Wolves,1269.0,2.0,22.634,581,Dances with Wolves
Kevin Macdonald,The Eagle,17350.0,2.0,2.827,49494,The Eagle
Kevin Reynolds,"Risen, Tristan & Isolde, Robin Hood: Prince of Thieves, The Count of Monte Cristo",8300.0,2.0,3.578,335778,Risen
Kevin Reynolds,"Risen, Tristan & Isolde, Robin Hood: Prince of Thieves, The Count of Monte Cristo",8300.0,2.0,3.073,11362,The Count of Monte Cristo
Kevin Reynolds,"Risen, Tristan & Isolde, Robin Hood: Prince of Thieves, The Count of Monte Cristo",8300.0,2.0,3.073,8367,Robin Hood: Prince of Thieves
Kevin Reynolds,"Risen, Tristan & Isolde, Robin Hood: Prince of Thieves, The Count of Monte Cristo",8300.0,2.0,3.578,9044,Tristan & Isolde
Kheiron,Brutus vs Cesar,1333461.0,2.0,1.488,613370,Brutus vs Cesar
Kihachi Okamoto,Red Lion,85309.0,2.0,5.941,106908,Red Lion
Kim Han-min,"The Admiral: Roaring Currents, War of the Arrows",1049134.0,2.0,5.45,79224,War of the Arrows
Kim Han-min,"The Admiral: Roaring Currents, War of the Arrows",1049134.0,2.0,7.63,282631,The Admiral: Roaring Currents
Kim Kwang-sik,The Great Battle,1139243.0,2.0,1.69,535389,The Great Battle
Kim Mee-jeung,Shadows in the Palace,232409.0,1.0,0.828,61128,Shadows in the Palace
Kim Yong-gyun,The Sword with No Name,112752.0,2.0,2.048,41441,The Sword with No Name
Kim Yoo-jin,The Divine Weapon,83681.0,2.0,1.4,50341,The Divine Weapon
King Hu,All the King's Men,83698.0,2.0,1.49,252319,All the King's Men
King Vidor,"Solomon and Sheba, Northwest Passage, War and Peace",29962.0,2.0,2.183,11706,War and Peace
King Vidor,"Solomon and Sheba, Northwest Passage, War and Peace",29962.0,2.0,3.639,29996,Solomon and Sheba
King Vidor,"Solomon and Sheba, Northwest Passage, War and Peace",29962.0,2.0,2.183,43805,Northwest Passage
Kinji Fukasaku,Samurai Reincarnation,31074.0,2.0,6.227,74289,Samurai Reincarnation
Konstantin Ershov,Viy,225722.0,2.0,2.283,57230,Viy
Kostas Andritsos,Bouboulina,1390146.0,2.0,2.491,536581,Bouboulina
Lamberto V. Avellana,Lapu-Lapu,1040459.0,0.0,13.726,365690,Lapu-Lapu
Lasse Hallström,Casanova,5306.0,2.0,5.11,9681,Casanova
Laurence Dunmore,The Libertine,52894.0,0.0,0.6,7548,The Libertine
Laurence Olivier,Hamlet,3359.0,2.0,8.614,23383,Hamlet
Lawrence Kasdan,Wyatt Earp,8844.0,2.0,7.041,12160,Wyatt Earp
Lech Majewski,The Mill and the Cross,7483.0,2.0,1.4,57829,The Mill and the Cross
Lee Jong-pil,The Sound of a Flower,1075354.0,2.0,3.666,366093,The Sound of a Flower
Lee Joon-ik,Once Upon a Time in a Battlefield,126809.0,2.0,7.545,147704,Once Upon a Time in a Battlefield
Lekh Tandon,Amrapali,1195016.0,2.0,0.84,205077,Amrapali
Lester James Peries,The God King,1083364.0,2.0,0.94,631791,The God King
Lewis Milestone,Mutiny on the Bounty,2000.0,2.0,3.665,11085,Mutiny on the Bounty
Li Han-Hsiang,The Empress Dowager,1134753.0,2.0,5.384,232569,The Empress Dowager
Liliana Cavani,Francesco,67750.0,1.0,5.484,84981,Francesco
Liv Ullmann,Kristin Lavransdatter,11916.0,1.0,17.723,57438,Kristin Lavransdatter
Lou Antonio,Roar,13871.0,2.0,4.243,800709,Roar
Lu Chuan,The Last Supper,92015.0,2.0,6.888,121878,The Last Supper
Lu Yang,Brotherhood of Blades,1362555.0,2.0,1.464,291692,Brotherhood of Blades
Luchino Visconti,Ludwig,15127.0,2.0,3.255,3478,Ludwig
Ludmil Staikov,Time of Violence,141251.0,0.0,0.6,48879,Time of Violence
Luigi Magni,Scipio the African,70562.0,2.0,1.242,273868,Scipio the African
Luigi Vanzi,The Silent Stranger,1075576.0,2.0,1.4,70409,The Silent Stranger
Manuel Conde,Genghis Khan,1288463.0,2.0,3.881,253076,Genghis Khan
Marcel L'Herbier,The Last Days of Pompeii,143353.0,2.0,5.144,444136,The Last Days of Pompeii
Marco Bellocchio,The Prince of Homburg,105866.0,2.0,1.341,125355,The Prince of Homburg
Marco Ferreri,Plato's Banquet,34264.0,2.0,1.62,138797,Plato's Banquet
Marco Scalfi,Macbeth,1609476.0,0.0,0.6,340564,Macbeth
Marijonas Giedrys,Northern Crusades,1153520.0,0.0,0.6,386025,Northern Crusades
Marino Girolami,Fury of Achilles,38585.0,2.0,2.174,81409,Fury of Achilles
Mario Bava,"Esther and the King, Erik the Conqueror",25826.0,2.0,3.867,88266,Erik the Conqueror
Mario Bava,"Esther and the King, Erik the Conqueror",25826.0,2.0,3.867,168408,Esther and the King
Mario Bonnard,The Last Days of Pompeii,227992.0,2.0,1.214,43098,The Last Days of Pompeii
Mario Caiano,The Two Gladiators,100053.0,2.0,1.466,259049,The Two Gladiators
Mario Camerini,Ulysses,70298.0,2.0,2.372,43194,Ulysses
Mario Castellacci,Romulus and Remus: The Story of Two Sons of a Wolf,1282276.0,2.0,0.6,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Mario Costa,The Centurion,275591.0,2.0,0.748,327692,The Centurion
Mark Meily,"El Presidente, Baler",227187.0,0.0,1.66,57931,Baler
Mark Meily,"El Presidente, Baler",227187.0,0.0,1.66,179767,El Presidente
Marshall Herskovitz,Dangerous Beauty,9182.0,2.0,1.834,8583,Dangerous Beauty
Martin Scorsese,"The Last Temptation of Christ, Silence, Gangs of New York",1032.0,2.0,18.028,3131,Gangs of New York
Martin Scorsese,"The Last Temptation of Christ, Silence, Gangs of New York",1032.0,2.0,18.028,11051,The Last Temptation of Christ
Martin Scorsese,"The Last Temptation of Christ, Silence, Gangs of New York",1032.0,2.0,18.028,68730,Silence
Masahiro Shinoda,Silence,133518.0,2.0,2.627,92670,Silence
Masaki Kobayashi,Harakiri,76978.0,2.0,7.225,14537,Harakiri
Masato Harada,Sekigahara,52909.0,2.0,8.452,455954,Sekigahara
Matteo Rovere,The First King,1108174.0,2.0,0.6,565179,The First King
Mei Hu,Confucius,112064.0,1.0,1.128,34182,Confucius
Mel Gibson,"The Passion of the Christ, Braveheart, Apocalypto",2461.0,2.0,30.121,1579,Apocalypto
Mel Gibson,"The Passion of the Christ, Braveheart, Apocalypto",2461.0,2.0,33.736,197,Braveheart
Mel Gibson,"The Passion of the Christ, Braveheart, Apocalypto",2461.0,2.0,30.121,615,The Passion of the Christ
Mervyn LeRoy,Quo Vadis,9054.0,2.0,1.108,11620,Quo Vadis
Michael Anderson,Pope Joan,20412.0,2.0,1.96,47846,Pope Joan
Michael Caton-Jones,Rob Roy,30365.0,2.0,5.019,11780,Rob Roy
Michael Chapman,"The Clan of the Cave Bear, The Viking Sagas",1044.0,2.0,2.661,13853,The Clan of the Cave Bear
Michael Chapman,"The Clan of the Cave Bear, The Viking Sagas",1044.0,2.0,2.661,68342,The Viking Sagas
Michael Cimino,Heaven's Gate,12114.0,2.0,3.153,10935,Heaven's Gate
Michael Curtiz,"The Egyptian, Francis of Assisi, The Adventures of Robin Hood, The Private Lives of Elizabeth and Essex",4109.0,2.0,4.337,16902,The Private Lives of Elizabeth and Essex
Michael Curtiz,"The Egyptian, Francis of Assisi, The Adventures of Robin Hood, The Private Lives of Elizabeth and Essex",4109.0,2.0,4.337,98010,Francis of Assisi
Michael Curtiz,"The Egyptian, Francis of Assisi, The Adventures of Robin Hood, The Private Lives of Elizabeth and Essex",4109.0,2.0,4.337,10907,The Adventures of Robin Hood
Michael Curtiz,"The Egyptian, Francis of Assisi, The Adventures of Robin Hood, The Private Lives of Elizabeth and Essex",4109.0,2.0,4.337,24973,The Egyptian
Michael Mann,The Last of the Mohicans,638.0,2.0,11.311,9361,The Last of the Mohicans
Michael Nankin,Roar,44481.0,2.0,3.37,800709,Roar
Michael O. Sajbel,One Night with the King,87178.0,2.0,0.968,15005,One Night with the King
Michael Radford,The Merchant of Venice,28898.0,2.0,6.697,11162,The Merchant of Venice
Michael Reeves,Witchfinder General,101238.0,2.0,0.6,31965,Witchfinder General
Michele Lupo,Goliath and the Sins of Babylon,33806.0,2.0,2.192,150912,Goliath and the Sins of Babylon
Mihalis Kakogiannis,"Iphigenia, The Trojan Women, Electra",65843.0,2.0,3.206,46278,Iphigenia
Mihalis Kakogiannis,"Iphigenia, The Trojan Women, Electra",65843.0,2.0,3.206,47446,The Trojan Women
Mihalis Kakogiannis,"Iphigenia, The Trojan Women, Electra",65843.0,2.0,3.206,47447,Electra
Mikael Salomon,Benedict Arnold: A Question of Honor,30149.0,2.0,2.039,170740,Benedict Arnold: A Question of Honor
Mike Barker,To Kill a King,77964.0,2.0,3.133,18359,To Kill a King
Mike Leigh,Peterloo,65452.0,2.0,2.648,399440,Peterloo
Mike Newell,The Man in the Iron Mask,10723.0,2.0,6.869,4199,The Man in the Iron Mask
Miloš Forman,Amadeus,3974.0,2.0,5.575,279,Amadeus
Mira Nair,Vanity Fair,6495.0,1.0,1.357,11632,Vanity Fair
Mircea Drăgan,The Column,1307079.0,2.0,1.538,262984,The Column
Mohamed Camara,Destiny,1177676.0,2.0,0.6,196942,Destiny
Moustapha Akkad,The Message,66203.0,2.0,1.96,26842,The Message
Nancy Kelly,Thousand Pieces of Gold,1445741.0,0.0,0.6,123938,Thousand Pieces of Gold
Navdeep Singh,Laal Kaptaan,231004.0,0.0,0.6,621003,Laal Kaptaan
Neil Burger,The Illusionist,17329.0,2.0,4.823,1491,The Illusionist
Neil Marshall,Centurion,57581.0,2.0,5.742,23759,Centurion
Nicholas Hytner,"The Crucible, The Madness of King George",55476.0,2.0,2.06,20539,The Crucible
Nicholas Hytner,"The Crucible, The Madness of King George",55476.0,2.0,2.867,11318,The Madness of King George
Nicholas Meyer,The Deceivers,1788.0,2.0,3.013,41968,The Deceivers
Nicholas Ray,King of Kings,2765.0,2.0,11.544,36362,King of Kings
Nick Lyon,Grendel,21825.0,2.0,2.376,72653,Grendel
Nicolas Winding Refn,Valhalla Rising,21183.0,2.0,7.236,37861,Valhalla Rising
Niki Stein,Louis van Beethoven,28445.0,2.0,0.94,761772,Louis van Beethoven
Nikolaj Arcel,A Royal Affair,74752.0,2.0,4.944,88273,A Royal Affair
Nils Gaup,Pathfinder,22558.0,2.0,2.452,2172,Pathfinder
Nils Malmros,Barbara,121516.0,2.0,1.4,155714,Barbara
Noam Murro,300: Rise of an Empire,78914.0,0.0,1.016,53182,300: Rise of an Empire
Oleg Ryaskov,The Sovereign's Servant,103683.0,0.0,0.6,19798,The Sovereign's Servant
Oliver Stone,Alexander,1152.0,2.0,8.462,1966,Alexander
Om Raut,Tanhaji: The Unsung Warrior,1407759.0,0.0,1.562,584850,Tanhaji: The Unsung Warrior
Orlando Corradi,Hercules,1076637.0,2.0,5.71,630648,Hercules
Orson Welles,"Macbeth, Citizen Kane",40.0,2.0,6.238,27883,Macbeth
Orson Welles,"Macbeth, Citizen Kane",40.0,2.0,6.238,15,Citizen Kane
Otakar Vávra,Witchhammer,55735.0,2.0,1.4,62843,Witchhammer
Otto Bathurst,Robin Hood,128276.0,2.0,3.36,375588,Robin Hood
Otto Preminger,Centennial Summer,834.0,2.0,3.462,118908,Centennial Summer
Paolo Moffa,The Last Days of Pompeii,1121478.0,0.0,0.6,444136,The Last Days of Pompeii
Paolo Virzì,Napoleon and Me,83189.0,2.0,1.049,24180,Napoleon and Me
Patrice Leconte,Ridicule,37626.0,2.0,3.781,12709,Ridicule
Patricia Rozema,Mansfield Park,55439.0,1.0,4.97,10399,Mansfield Park
Paul Czinner,The Rise of Catherine the Great,940754.0,2.0,0.6,43687,The Rise of Catherine the Great
Paul Humfress,Sebastiane,1144622.0,0.0,0.6,42241,Sebastiane
Paul Marcus,Nero,129694.0,2.0,0.6,290088,Nero
Paul W. S. Anderson,Pompeii,4014.0,2.0,9.591,76649,Pompeii
Pavel Lungin,Tsar,126855.0,2.0,1.551,41545,Tsar
Peter Chan,The Warlords,56739.0,2.0,6.85,14392,The Warlords
Peter Duffell,King of the Wind,138167.0,2.0,0.613,158762,King of the Wind
Peter Flinth,Eye of the Eagle,75043.0,2.0,2.478,76323,Eye of the Eagle
Peter Glenville,Becket,86659.0,2.0,1.002,15421,Becket
Peter H. Hunt,1776,129514.0,2.0,1.052,14902,1776
Peter Hall,Jacob,27339.0,2.0,1.4,2712,Jacob
Peter Nicholson,Pompeii: The Last Day,233417.0,2.0,0.98,69879,Pompeii: The Last Day
Peter Perry Jr.,The Notorious Cleopatra,102976.0,2.0,2.267,112424,The Notorious Cleopatra
Peter Watkins,Culloden,95568.0,2.0,4.145,61302,Culloden
Peter Weir,Master and Commander: The Far Side of the World,2690.0,2.0,7.618,8619,Master and Commander: The Far Side of the World
Philip Todd,The Gaelic King,1832904.0,0.0,0.6,427395,The Gaelic King
Philipp Stölzl,The Physician,113500.0,2.0,1.628,169881,The Physician
Pier Francesco Pingitore,Romulus and Remus: The Story of Two Sons of a Wolf,1074446.0,2.0,1.4,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Pier Paolo Pasolini,"The Decameron, The Canterbury Tales",5970.0,2.0,10.663,33583,The Decameron
Pier Paolo Pasolini,"The Decameron, The Canterbury Tales",5970.0,2.0,11.599,5691,The Canterbury Tales
Piero Pierotti,"A Queen for Caesar, Marco Polo",269201.0,0.0,1.4,131387,Marco Polo
Piero Pierotti,"A Queen for Caesar, Marco Polo",269201.0,0.0,1.4,330627,A Queen for Caesar
Pietro Francisci,"Siege of Syracuse, Roland the Mighty",223791.0,2.0,1.4,116400,Siege of Syracuse
Pietro Francisci,"Siege of Syracuse, Roland the Mighty",223791.0,2.0,1.4,330831,Roland the Mighty
Primo Zeglio,I Am Semiramis,231978.0,0.0,3.024,60915,I Am Semiramis
Priyadarshan,Marakkar: Lion of the Arabian Sea,80387.0,2.0,2.744,617405,Marakkar: Lion of the Arabian Sea
Radha Krishna Jagarlamudi,Gautamiputra Satakarni,1013089.0,2.0,0.6,434395,Gautamiputra Satakarni
Raffaele Mertes,"Esther, Joseph of Nazareth",23951.0,2.0,0.952,58441,Joseph of Nazareth
Raffaele Mertes,"Esther, Joseph of Nazareth",23951.0,2.0,0.952,2700,Esther
Ralph Hemecker,Roar,109537.0,2.0,1.329,800709,Roar
Ralph Thomas,A Tale of Two Cities,21598.0,2.0,3.014,4701,A Tale of Two Cities
Raoul Lévy,Marco the Magnificent,37775.0,2.0,0.6,131384,Marco the Magnificent
Raoul Walsh,"Esther and the King, Captain Horatio Hornblower R.N.",8823.0,2.0,1.073,168408,Esther and the King
Raoul Walsh,"Esther and the King, Captain Horatio Hornblower R.N.",8823.0,2.0,1.073,23928,Captain Horatio Hornblower R.N.
Raymond Bernard,Les Misérables,548728.0,2.0,1.38,67532,Les Misérables
Raymond Bernard,Les Misérables,548728.0,2.0,0.6,67532,Les Misérables
Raymond Yip Wai-Man,The Warlords,76812.0,2.0,2.403,14392,The Warlords
Reginald Le Borg,Sins of Jezebel,100793.0,2.0,1.715,242481,Sins of Jezebel
Reinout Oerlemans,Nova Zembla,116188.0,2.0,1.4,79040,Nova Zembla
Renny Harlin,Cutthroat Island,16938.0,2.0,10.66,1408,Cutthroat Island
Renzo Martinelli,Barbarossa,39612.0,0.0,2.663,45559,Barbarossa
René Féret,Mozart's Sister,24481.0,0.0,0.6,62116,Mozart's Sister
Riccardo Freda,"Sins of Rome, Theodora, Slave Empress",37197.0,2.0,2.731,280957,"Theodora, Slave Empress"
Riccardo Freda,"Sins of Rome, Theodora, Slave Empress",37197.0,2.0,1.639,504801,Sins of Rome
Richard A. Colla,The Tribe,40391.0,2.0,0.652,338039,The Tribe
Richard Attenborough,Young Winston,4786.0,2.0,8.057,66775,Young Winston
Richard Boleslawski,Les Misérables,145968.0,2.0,1.765,43893,Les Misérables
Richard Boleslawski,Clive of India,145968.0,2.0,1.765,103584,Clive of India
Richard Boleslawski,Les Misérables,145968.0,2.0,1.743,43893,Les Misérables
Richard Fleischer,The Vikings,2087.0,2.0,5.021,42661,The Vikings
Richard Gray,Robert the Bruce,229180.0,0.0,0.608,532812,Robert the Bruce
Richard Lester,"Robin and Marian, The Three Musketeers",10586.0,2.0,0.818,2926,The Three Musketeers
Richard Lester,"Robin and Marian, The Three Musketeers",10586.0,2.0,0.818,10786,Robin and Marian
Richard Pottier,"David and Goliath, Romulus and the Sabines",543939.0,2.0,0.84,92750,David and Goliath
Richard Pottier,"David and Goliath, Romulus and the Sabines",543939.0,2.0,0.84,138519,Romulus and the Sabines
Richard Thorpe,Ivanhoe,70862.0,2.0,4.535,26175,Ivanhoe
Rick Rosenthal,Roar,33341.0,0.0,4.984,800709,Roar
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,10.206,20662,Robin Hood
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,11.462,1495,Kingdom of Heaven
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,11.462,98,Gladiator
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,10.206,19067,The Duellists
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,11.462,617653,The Last Duel
Ridley Scott,"Exodus: Gods and Kings, Gladiator, Kingdom of Heaven, Robin Hood, The Last Duel, The Duellists",578.0,2.0,11.462,147441,Exodus: Gods and Kings
Rino Di Silvestro,The Erotic Dreams of Cleopatra,105331.0,0.0,1.455,326088,The Erotic Dreams of Cleopatra
Robert Aldrich,Sodom and Gomorrah,18392.0,2.0,7.328,43011,Sodom and Gomorrah
Robert Bolt,Lady Caroline Lamb,13317.0,2.0,1.432,253078,Lady Caroline Lamb
Robert Dornhelm,Spartacus,44644.0,2.0,1.4,32528,Spartacus
Robert Harmon,The Crossing,57895.0,2.0,8.113,40878,The Crossing
Robert Hughes,St. Patrick: The Irish Legend,1588036.0,2.0,0.6,123701,St. Patrick: The Irish Legend
Robert Rossen,Alexander the Great,14875.0,2.0,2.262,42668,Alexander the Great
Robert Wise,Helen of Troy,1744.0,2.0,5.811,42658,Helen of Troy
Robert Z. Leonard,Pride and Prejudice,93906.0,2.0,3.806,43818,Pride and Prejudice
Robert Zemeckis,Beowulf,24.0,2.0,10.768,2310,Beowulf
Roberto Rossellini,Socrates,4410.0,2.0,5.507,74778,Socrates
Rod Hardy,Robinson Crusoe,29078.0,2.0,1.078,11210,Robinson Crusoe
Roel Reiné,The Scorpion King 3: Battle for Redemption,97555.0,2.0,9.318,78049,The Scorpion King 3: Battle for Redemption
Roel Reiné,"Redbad, Admiral",97555.0,2.0,7.257,277154,Admiral
Roel Reiné,"Redbad, Admiral",97555.0,2.0,7.257,485296,Redbad
Roger Christian,Nostradamus,5058.0,2.0,2.136,48485,Nostradamus
Roger Donaldson,The Bounty,21370.0,2.0,3.979,2669,The Bounty
Roger Michell,Persuasion,7017.0,2.0,1.732,17015,Persuasion
Roger Young,"Moses, Solomon, Augustus: The First Emperor",23946.0,2.0,1.625,58933,Augustus: The First Emperor
Roger Young,"Moses, Solomon, Augustus: The First Emperor",23946.0,2.0,1.625,2719,Moses
Roger Young,Joseph,23946.0,2.0,2.027,2405,Joseph
Roger Young,"Moses, Solomon, Augustus: The First Emperor",23946.0,2.0,1.625,58430,Solomon
Roland Emmerich,"10,000 BC, Anonymous, The Patriot",6046.0,2.0,6.075,2024,The Patriot
Roland Emmerich,"10,000 BC, Anonymous, The Patriot",6046.0,2.0,6.075,7840,"10,000 BC"
Roland Emmerich,"10,000 BC, Anonymous, The Patriot",6046.0,2.0,8.251,61891,Anonymous
Roland Joffé,"Vatel, The Mission",8965.0,2.0,1.632,11416,The Mission
Roland Joffé,"Vatel, The Mission",8965.0,2.0,1.632,7093,Vatel
Roman Polanski,Macbeth,3556.0,2.0,6.429,11316,Macbeth
Ron Howard,In the Heart of the Sea,6159.0,2.0,8.187,205775,In the Heart of the Sea
Ronald F. Maxwell,"Gods and Generals, Gettysburg",66088.0,2.0,0.921,16072,Gods and Generals
Ronald F. Maxwell,"Gods and Generals, Gettysburg",66088.0,2.0,0.921,10655,Gettysburg
Ronny Yu,"Saving General Yang, Fearless",17268.0,2.0,4.292,181009,Saving General Yang
Ronny Yu,"Saving General Yang, Fearless",17268.0,2.0,4.292,7549,Fearless
Rowland V. Lee,"Cardinal Richelieu, The Count of Monte Cristo",30146.0,2.0,1.514,286402,Cardinal Richelieu
Rowland V. Lee,"Cardinal Richelieu, The Count of Monte Cristo",30146.0,2.0,1.514,43691,The Count of Monte Cristo
Roy William Neill,The Viking,25165.0,2.0,2.373,164453,The Viking
Rudolph Cartier,Adventure Story,97240.0,2.0,1.396,458191,Adventure Story
Rudolph Maté,The 300 Spartans,11593.0,2.0,4.352,19972,The 300 Spartans
Russell Mulcahy,The Scorpion King 2: Rise of a Warrior,52968.0,2.0,2.562,13486,The Scorpion King 2: Rise of a Warrior
Ruud Satijn,Silence,1492160.0,0.0,0.6,721047,Silence
Sadao Yamanaka,Humanity and Paper Balloons,909996.0,2.0,8.786,84237,Humanity and Paper Balloons
Sanjay Leela Bhansali,"Padmaavat, Bajirao Mastani",42804.0,2.0,1.96,362045,Bajirao Mastani
Sanjay Leela Bhansali,"Padmaavat, Bajirao Mastani",42804.0,2.0,1.96,432527,Padmaavat
Santosh Sivan,Urumi,37236.0,2.0,2.454,115432,Urumi
Satsuo Yamamoto,Shinobi no Mono 2: Vengeance,128029.0,2.0,1.163,48707,Shinobi no Mono 2: Vengeance
Saul Dibb,The Duchess,73460.0,2.0,0.6,12783,The Duchess
Scott Cooper,Hostiles,65167.0,2.0,5.69,384680,Hostiles
Sergei Eisenstein,Alexander Nevsky,9603.0,2.0,3.205,10235,Alexander Nevsky
Sergio Corbucci,"Duel of the Titans, The Slave",49450.0,2.0,2.544,208835,The Slave
Sergio Corbucci,"Duel of the Titans, The Slave",49450.0,2.0,2.544,96786,Duel of the Titans
Sergio Grieco,"The Loves of Salammbo, Caesar Against the Pirates, Slave of Rome",32495.0,2.0,1.4,205031,Caesar Against the Pirates
Sergio Grieco,"The Loves of Salammbo, Caesar Against the Pirates, Slave of Rome",32495.0,2.0,1.4,228867,The Loves of Salammbo
Sergio Grieco,"The Loves of Salammbo, Caesar Against the Pirates, Slave of Rome",32495.0,2.0,1.4,284016,Slave of Rome
Sergio Leone,"The Colossus of Rhodes, The Good, the Bad and the Ugly",4385.0,2.0,13.025,429,"The Good, the Bad and the Ugly"
Sergio Leone,"The Colossus of Rhodes, The Good, the Bad and the Ugly",4385.0,2.0,13.108,43020,The Colossus of Rhodes
Sergio Véjar,Las Troyanas,956123.0,2.0,0.84,533220,Las Troyanas
Sergiu Nicolaescu,Dacii,122740.0,2.0,5.538,36662,Dacii
Seymour Robbie,Marco,1214564.0,0.0,0.6,281428,Marco
Shahriar Bahrani,"The Kingdom of Solomon, Saint Mary",1134653.0,2.0,5.298,321637,Saint Mary
Shahriar Bahrani,"The Kingdom of Solomon, Saint Mary",1134653.0,2.0,5.298,153779,The Kingdom of Solomon
Shekhar Kapur,"Elizabeth, Elizabeth: The Golden Age, The Four Feathers",37630.0,2.0,2.583,4517,Elizabeth: The Golden Age
Shekhar Kapur,"Elizabeth, Elizabeth: The Golden Age, The Four Feathers",37630.0,2.0,2.583,9093,The Four Feathers
Shekhar Kapur,"Elizabeth, Elizabeth: The Golden Age, The Four Feathers",37630.0,2.0,2.583,4518,Elizabeth
Shigeo Tanaka,The Great Wall,228728.0,2.0,1.96,68906,The Great Wall
Shinji Higuchi,The Floating Castle,80752.0,2.0,5.632,209032,The Floating Castle
Silvio Amadio,War Gods of Babylon,239315.0,2.0,3.112,256724,War Gods of Babylon
Simon Cellan Jones,Eroica,144798.0,0.0,1.114,37011,Eroica
Simon Godwin,National Theatre Live: Antony & Cleopatra,1479313.0,2.0,1.614,533575,National Theatre Live: Antony & Cleopatra
Simon Wells,The Prince of Egypt,21879.0,2.0,3.231,9837,The Prince of Egypt
Simon Wincer,Quigley Down Under,18254.0,2.0,5.849,9588,Quigley Down Under
Siro Marcellini,Hero of Babylon,1120148.0,0.0,0.716,330390,Hero of Babylon
Sofia Coppola,Marie Antoinette,1769.0,1.0,3.611,1887,Marie Antoinette
Sohrab Modi,Sikandar,1289218.0,2.0,0.98,326143,Sikandar
Somaratne Dissanayake,Siri Parakum,1887583.0,2.0,6.772,491933,Siri Parakum
Stanley Kramer,The Pride and the Passion,4081.0,2.0,3.903,23102,The Pride and the Passion
Stanley Kubrick,"Spartacus, Barry Lyndon",240.0,2.0,10.205,967,Spartacus
Stanley Kubrick,"Spartacus, Barry Lyndon",240.0,2.0,10.205,3175,Barry Lyndon
Stellan Olsson,Beowulf,273749.0,0.0,0.6,606386,Beowulf
Stephen Shin,The Great Conqueror's Concubine,555633.0,2.0,3.226,69046,The Great Conqueror's Concubine
Steve Hickner,The Prince of Egypt,44113.0,2.0,2.054,9837,The Prince of Egypt
Steve McQueen,12 Years a Slave,72757.0,2.0,1.96,76203,12 Years a Slave
Steven Spielberg,"Amistad, Lincoln",488.0,2.0,31.876,72976,Lincoln
Steven Spielberg,"Amistad, Lincoln",488.0,2.0,23.587,11831,Amistad
Stuart Orme,Ivanhoe,29482.0,2.0,2.423,101662,Ivanhoe
Sturla Gunnarsson,Beowulf & Grendel,43526.0,2.0,1.745,5471,Beowulf & Grendel
Sudeshna Roy,Hercules,1294705.0,0.0,0.6,480448,Hercules
